Platform,File Name,Class,Start Line,End Line,Displacement,Level
chatgpt,gpt-8.py,Print,3,3,8,A1
chatgpt,gpt-8.py,Simple For Loop,2,3,4,A1
chatgpt,gpt-8.py,Function with Simple argument,1,3,0,A1
chatgpt,gpt-80.py,Simple Dictionary,2,2,8,A2
chatgpt,gpt-80.py,Print,14,14,0,A1
chatgpt,gpt-80.py,Simple Atributte,5,5,9,A2
chatgpt,gpt-80.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-80.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-80.py,Simple Assignment,8,8,0,A1
chatgpt,gpt-80.py,Simple Assignment,11,11,0,A1
chatgpt,gpt-81.py,Simple List,2,2,14,A1
chatgpt,gpt-81.py,Print,15,15,0,A1
chatgpt,gpt-81.py,Print,16,16,0,A1
chatgpt,gpt-81.py,Print,17,17,0,A1
chatgpt,gpt-81.py,Print,18,18,0,A1
chatgpt,gpt-81.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-81.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-81.py,Simple Assignment,8,8,0,A1
chatgpt,gpt-81.py,Simple Assignment,11,11,0,A1
chatgpt,gpt-81.py,Simple Assignment,12,12,0,A1
chatgpt,gpt-82.py,Simple List,1,1,8,A1
chatgpt,gpt-82.py,Print,3,3,0,A1
chatgpt,gpt-82.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-82.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-83.py,Simple List,1,1,8,A1
chatgpt,gpt-83.py,Simple List,2,2,8,A1
chatgpt,gpt-83.py,Simple Tuple,5,5,20,A1
chatgpt,gpt-83.py,Print,6,6,0,A1
chatgpt,gpt-83.py,'zip' call function,5,5,28,C2
chatgpt,gpt-83.py,Simple List Comprehension,5,5,9,C1
chatgpt,gpt-83.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-83.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-83.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-84.py,Simple List,1,1,10,A1
chatgpt,gpt-84.py,Print,5,5,0,A1
chatgpt,gpt-84.py,Simple List Comprehension,4,4,18,C1
chatgpt,gpt-84.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-84.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-85.py,Simple List,1,1,8,A1
chatgpt,gpt-85.py,Simple List,2,2,8,A1
chatgpt,gpt-85.py,Print,6,6,0,A1
chatgpt,gpt-85.py,2Nested List Comprehension with,5,5,9,C2
chatgpt,gpt-85.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-85.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-85.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-86.py,Simple List,1,1,8,A1
chatgpt,gpt-86.py,Simple List,2,2,8,A1
chatgpt,gpt-86.py,Simple Tuple,5,5,4,A1
chatgpt,gpt-86.py,'zip' call function,5,5,12,C2
chatgpt,gpt-86.py,Print,6,6,4,A1
chatgpt,gpt-86.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-86.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-86.py,For Loop with Tuple as name,5,6,0,A2
chatgpt,gpt-87.py,Simple List,1,1,8,A1
chatgpt,gpt-87.py,Print,5,5,0,A1
chatgpt,gpt-87.py,List Comprehension with 1If statements,4,4,9,C1
chatgpt,gpt-87.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-87.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-88.py,1 Nested List,1,1,8,A2
chatgpt,gpt-88.py,1 Nested List,1,1,17,A2
chatgpt,gpt-88.py,Simple List,1,1,28,A1
chatgpt,gpt-88.py,Print,6,6,0,A1
chatgpt,gpt-88.py,Simple Atributte,4,4,0,A2
chatgpt,gpt-88.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-89.py,1 Nested List,1,1,8,A2
chatgpt,gpt-89.py,Simple List,2,2,11,A1
chatgpt,gpt-89.py,1 Nested List,1,1,19,A2
chatgpt,gpt-89.py,1 Nested List,1,1,25,A2
chatgpt,gpt-89.py,Simple List,1,1,36,A1
chatgpt,gpt-89.py,Print,7,7,0,A1
chatgpt,gpt-89.py,Simple Atributte,5,5,0,A2
chatgpt,gpt-89.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-89.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-9.py,Print,8,8,8,A1
chatgpt,gpt-9.py,Print,9,9,8,A1
chatgpt,gpt-9.py,Print,11,11,8,A1
chatgpt,gpt-9.py,Print,12,12,8,A1
chatgpt,gpt-9.py,Simple Assignment,3,3,4,A1
chatgpt,gpt-9.py,Simple Assignment,4,4,4,A1
chatgpt,gpt-9.py,Simple If statements,7,12,4,A1
chatgpt,gpt-9.py,Function with Simple argument,1,12,0,A1
chatgpt,gpt-90.py,Simple List,1,1,8,A1
chatgpt,gpt-90.py,'range' call function,6,6,9,A2
chatgpt,gpt-90.py,Print,11,11,0,A1
chatgpt,gpt-90.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-90.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-90.py,Simple Assignment,3,3,0,A1
chatgpt,gpt-90.py,Simple Assignment,8,8,8,A1
chatgpt,gpt-90.py,Simple If statements,7,9,4,A1
chatgpt,gpt-90.py,Simple For Loop,6,9,0,A1
chatgpt,gpt-90.py,'break' statement,9,9,8,B1
chatgpt,gpt-91.py,Simple List,1,1,8,A1
chatgpt,gpt-91.py,Print,6,6,0,A1
chatgpt,gpt-91.py,List Comprehension with 1If statements,5,5,16,C1
chatgpt,gpt-91.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-91.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-91.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-92.py,Simple List,1,1,7,A1
chatgpt,gpt-92.py,Simple List,2,2,9,A1
chatgpt,gpt-92.py,Print,7,7,0,A1
chatgpt,gpt-92.py,'zip' call function,5,5,19,C2
chatgpt,gpt-92.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-92.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-92.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-93.py,Simple Dictionary,1,1,8,A2
chatgpt,gpt-93.py,Simple Dictionary,2,2,8,A2
chatgpt,gpt-93.py,Simple Dictionary,5,5,14,A2
chatgpt,gpt-93.py,Print,7,7,0,A1
chatgpt,gpt-93.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-93.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-93.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-94.py,1 Nested Dictionary,1,11,13,B1
chatgpt,gpt-94.py,1 Nested Dictionary,2,10,13,B1
chatgpt,gpt-94.py,1 Nested Dictionary,3,9,19,B1
chatgpt,gpt-94.py,Simple Dictionary,5,8,21,A2
chatgpt,gpt-94.py,Print,16,16,0,A1
chatgpt,gpt-94.py,Simple Assignment,1,11,0,A1
chatgpt,gpt-94.py,Simple Assignment,14,14,0,A1
chatgpt,gpt-95.py,Simple List,1,1,12,A1
chatgpt,gpt-95.py,Simple Dictionary,2,2,11,A2
chatgpt,gpt-95.py,Print,7,7,0,A1
chatgpt,gpt-95.py,Simple Atributte,5,5,28,A2
chatgpt,gpt-95.py,Simple Dictionary Comprehension,5,5,17,C1
chatgpt,gpt-95.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-95.py,Simple Assignment,2,2,0,A1
chatgpt,gpt-95.py,Simple Assignment,5,5,0,A1
chatgpt,gpt-96.py,Simple List,9,9,7,A1
chatgpt,gpt-96.py,Simple Dictionary,1,6,14,A2
chatgpt,gpt-96.py,Print,14,14,0,A1
chatgpt,gpt-96.py,Simple Dictionary Comprehension,12,12,11,C1
chatgpt,gpt-96.py,Simple Assignment,1,6,0,A1
chatgpt,gpt-96.py,Simple Assignment,9,9,0,A1
chatgpt,gpt-96.py,Simple Assignment,12,12,0,A1
chatgpt,gpt-97.py,Simple List,10,10,7,A1
chatgpt,gpt-97.py,Simple Dictionary,2,7,14,A2
chatgpt,gpt-97.py,Print,17,17,0,A1
chatgpt,gpt-97.py,Simple Assignment,2,7,0,A1
chatgpt,gpt-97.py,Simple Assignment,10,10,0,A1
chatgpt,gpt-97.py,Simple If statements,14,15,4,A1
chatgpt,gpt-97.py,Simple For Loop,13,15,0,A1
chatgpt,gpt-98.py,Simple Dictionary,1,1,14,A2
chatgpt,gpt-98.py,Print,8,8,4,A1
chatgpt,gpt-98.py,Print,10,10,4,A1
chatgpt,gpt-98.py,Simple Atributte,7,7,21,A2
chatgpt,gpt-98.py,Simple Assignment,1,1,0,A1
chatgpt,gpt-98.py,Simple Assignment,4,4,0,A1
chatgpt,gpt-98.py,Simple If statements,7,10,0,A1
chatgpt,gpt-99.py,Simple Dictionary,1,6,14,A2
chatgpt,gpt-99.py,Print,12,12,0,A1
chatgpt,gpt-99.py,Simple Atributte,10,10,30,A2
chatgpt,gpt-99.py,Simple Assignment,1,6,0,A1
chatgpt,gpt-99.py,Simple Assignment,10,10,4,A1
chatgpt,gpt-99.py,Simple If statements,9,10,0,A1
chatgpt,gpt126.py,Print,14,14,0,A1
chatgpt,gpt126.py,Simple Atributte,14,14,19,A2
chatgpt,gpt126.py,Simple Assignment,4,4,0,A1
chatgpt,gpt126.py,Simple Assignment,7,7,0,A1
chatgpt,gpt126.py,Simple Assignment,8,8,0,A1
chatgpt,gpt126.py,Assigment with sum (total = total + 1),11,11,0,A1
chatgpt,gpt126.py,From,1,1,0,A2
gemini,gmn-1.py,Print,24,24,0,A1
gemini,gmn-1.py,Print,30,30,0,A1
gemini,gmn-1.py,Simple Assignment,20,20,0,A1
gemini,gmn-1.py,Simple Assignment,21,21,0,A1
gemini,gmn-1.py,Simple Assignment,23,23,0,A1
gemini,gmn-1.py,Simple Assignment,26,26,0,A1
gemini,gmn-1.py,Simple Assignment,27,27,0,A1
gemini,gmn-1.py,Simple Assignment,29,29,0,A1
gemini,gmn-1.py,Assigment with sum (total = total + 1),13,13,4,A1
gemini,gmn-1.py,Simple If statements,14,17,4,A1
gemini,gmn-1.py,Function with Simple argument,1,17,0,A1
gemini,gmn-1.py,Return,15,15,8,A1
gemini,gmn-1.py,Return,17,17,8,A1
gemini,gmn-10.py,Simple List,22,22,8,A1
gemini,gmn-10.py,Simple List,23,23,8,A1
gemini,gmn-10.py,Simple List,12,12,16,A1
gemini,gmn-10.py,Print,26,26,0,A1
gemini,gmn-10.py,Simple Atributte,15,15,6,A2
gemini,gmn-10.py,Simple Atributte,18,18,6,A2
gemini,gmn-10.py,Simple Assignment,22,22,0,A1
gemini,gmn-10.py,Simple Assignment,23,23,0,A1
gemini,gmn-10.py,Simple Assignment,25,25,0,A1
gemini,gmn-10.py,Simple Assignment,12,12,2,A1
gemini,gmn-10.py,Simple If statements,14,15,4,A1
gemini,gmn-10.py,Simple If statements,17,18,4,A1
gemini,gmn-10.py,Simple For Loop,13,15,2,A1
gemini,gmn-10.py,Simple For Loop,16,18,2,A1
gemini,gmn-10.py,Function with Simple argument,1,19,0,A1
gemini,gmn-10.py,Return,19,19,2,A1
gemini,gmn-100.py,Simple Dictionary,1,5,14,A2
gemini,gmn-100.py,Print,10,10,0,A1
gemini,gmn-100.py,Simple Atributte,8,8,37,A2
gemini,gmn-100.py,Simple Assignment,1,5,0,A1
gemini,gmn-100.py,Simple Assignment,8,8,0,A1
gemini,gmn-101.py,3 Nested Dictionary,1,5,14,B1
gemini,gmn-101.py,Simple Dictionary,2,2,12,A2
gemini,gmn-101.py,Simple Dictionary,3,3,12,A2
gemini,gmn-101.py,Simple Dictionary,4,4,12,A2
gemini,gmn-101.py,Print,13,13,0,A1
gemini,gmn-101.py,Simple Assignment,1,5,0,A1
gemini,gmn-101.py,Simple Assignment,8,8,0,A1
gemini,gmn-101.py,Simple Assignment,11,11,0,A1
gemini,gmn-102.py,Simple List,2,2,14,A1
gemini,gmn-102.py,Print,7,7,0,A1
gemini,gmn-102.py,Simple Atributte,5,5,0,A2
gemini,gmn-102.py,Simple Assignment,1,1,0,A1
gemini,gmn-102.py,Simple Assignment,2,2,0,A1
gemini,gmn-103.py,Print,7,7,0,A1
gemini,gmn-103.py,Simple Atributte,5,5,18,A2
gemini,gmn-103.py,Simple Assignment,1,1,0,A1
gemini,gmn-103.py,Simple Assignment,2,2,0,A1
gemini,gmn-103.py,Simple Assignment,5,5,0,A1
gemini,gmn-104.py,Print,7,7,0,A1
gemini,gmn-104.py,Simple Atributte,5,5,15,A2
gemini,gmn-104.py,Simple Assignment,1,1,0,A1
gemini,gmn-104.py,Simple Assignment,2,2,0,A1
gemini,gmn-104.py,Simple Assignment,5,5,0,A1
gemini,gmn-105.py,Print,7,7,0,A1
gemini,gmn-105.py,Simple Atributte,5,5,0,A2
gemini,gmn-105.py,Simple Assignment,1,1,0,A1
gemini,gmn-105.py,Simple Assignment,2,2,0,A1
gemini,gmn-106.py,Print,6,6,0,A1
gemini,gmn-106.py,Simple Atributte,4,4,0,A2
gemini,gmn-106.py,Simple Assignment,1,1,0,A1
gemini,gmn-107.py,Print,7,7,0,A1
gemini,gmn-107.py,Simple Atributte,5,5,18,A2
gemini,gmn-107.py,Simple Assignment,1,1,0,A1
gemini,gmn-107.py,Simple Assignment,2,2,0,A1
gemini,gmn-107.py,Simple Assignment,5,5,0,A1
gemini,gmn-108.py,Print,8,8,4,A1
gemini,gmn-108.py,Print,9,9,4,A1
gemini,gmn-108.py,Print,11,11,4,A1
gemini,gmn-108.py,Simple Atributte,5,5,18,A2
gemini,gmn-108.py,Simple Assignment,1,1,0,A1
gemini,gmn-108.py,Simple Assignment,2,2,0,A1
gemini,gmn-108.py,Simple Assignment,5,5,0,A1
gemini,gmn-108.py,Simple If statements,7,11,0,A1
gemini,gmn-109.py,Print,10,10,0,A1
gemini,gmn-109.py,Simple Atributte,5,5,18,A2
gemini,gmn-109.py,Simple Atributte,8,8,0,A2
gemini,gmn-109.py,Simple Assignment,1,1,0,A1
gemini,gmn-109.py,Simple Assignment,2,2,0,A1
gemini,gmn-109.py,Simple Assignment,5,5,0,A1
gemini,gmn-11.py,Print,10,10,4,A1
gemini,gmn-11.py,Simple Assignment,14,14,0,A1
gemini,gmn-11.py,Assigment with sum (total = total + 1),9,9,4,A1
gemini,gmn-11.py,Simplified incremental Assignment with ,11,11,4,A2
gemini,gmn-11.py,While with Else Loop,8,11,2,B1
gemini,gmn-11.py,Function with Simple argument,1,11,0,A1
gemini,gmn-110.py,Print,10,10,0,A1
gemini,gmn-110.py,Simple Atributte,5,5,18,A2
gemini,gmn-110.py,Simple Atributte,8,8,0,A2
gemini,gmn-110.py,Simple Assignment,1,1,0,A1
gemini,gmn-110.py,Simple Assignment,2,2,0,A1
gemini,gmn-110.py,Simple Assignment,5,5,0,A1
gemini,gmn-111.py,Simple Tuple,1,1,9,A1
gemini,gmn-111.py,Print,6,6,0,A1
gemini,gmn-111.py,Simple Assignment,1,1,0,A1
gemini,gmn-111.py,Simple Assignment,4,4,0,A1
gemini,gmn-112.py,Simple List,1,1,20,A1
gemini,gmn-112.py,3 Nested Tuple,1,1,9,A2
gemini,gmn-112.py,Simple Tuple,1,1,34,A1
gemini,gmn-112.py,Print,9,9,0,A1
gemini,gmn-112.py,Simple Assignment,1,1,0,A1
gemini,gmn-112.py,Simple Assignment,4,4,0,A1
gemini,gmn-112.py,Simple Assignment,7,7,0,A1
gemini,gmn-113.py,Simple Tuple,1,1,20,A1
gemini,gmn-113.py,Print,3,3,0,A1
gemini,gmn-113.py,Simple Assignment,1,1,0,A1
gemini,gmn-114.py,Simple Tuple,1,1,9,A1
gemini,gmn-114.py,Simple Tuple,4,4,0,A1
gemini,gmn-114.py,Print,6,6,0,A1
gemini,gmn-114.py,Print,7,7,0,A1
gemini,gmn-114.py,Print,8,8,0,A1
gemini,gmn-114.py,Print,9,9,0,A1
gemini,gmn-114.py,Simple Assignment,1,1,0,A1
gemini,gmn-114.py,Simple Assignment,4,4,0,A1
gemini,gmn-115.py,Simple Tuple,1,1,9,A1
gemini,gmn-115.py,Simple Tuple,2,2,9,A1
gemini,gmn-115.py,Simple Tuple,5,5,0,A1
gemini,gmn-115.py,Simple Tuple,5,5,17,A1
gemini,gmn-115.py,Print,7,7,0,A1
gemini,gmn-115.py,Print,8,8,0,A1
gemini,gmn-115.py,Simple Assignment,1,1,0,A1
gemini,gmn-115.py,Simple Assignment,2,2,0,A1
gemini,gmn-115.py,Simple Assignment,5,5,0,A1
gemini,gmn-116.py,Simple Tuple,1,1,9,A1
gemini,gmn-116.py,Simple Tuple,8,8,9,A1
gemini,gmn-116.py,Print,10,10,0,A1
gemini,gmn-116.py,Simple Assignment,1,1,0,A1
gemini,gmn-116.py,Simple Assignment,4,4,0,A1
gemini,gmn-116.py,Simple Assignment,5,5,0,A1
gemini,gmn-116.py,Simple Assignment,8,8,0,A1
gemini,gmn-117.py,Simple List,4,4,11,A1
gemini,gmn-117.py,Simple List,1,1,14,A1
gemini,gmn-117.py,Simple Tuple,1,1,9,A1
gemini,gmn-117.py,Simple Tuple,7,7,12,A1
gemini,gmn-117.py,Print,9,9,0,A1
gemini,gmn-117.py,Simple Assignment,1,1,0,A1
gemini,gmn-117.py,Simple Assignment,4,4,0,A1
gemini,gmn-117.py,Simple Assignment,7,7,0,A1
gemini,gmn-118.py,16 Nested Tuple,1,1,9,A2
gemini,gmn-118.py,Simple Tuple,1,1,10,A1
gemini,gmn-118.py,Simple Tuple,1,1,21,A1
gemini,gmn-118.py,Simple Tuple,1,1,32,A1
gemini,gmn-118.py,Simple Tuple,1,1,43,A1
gemini,gmn-118.py,Print,6,6,0,A1
gemini,gmn-118.py,Simple Assignment,1,1,0,A1
gemini,gmn-118.py,Simple Assignment,4,4,0,A1
gemini,gmn-118.py,Lambda,4,4,34,B1
gemini,gmn-119.py,Simple Tuple,1,1,9,A1
gemini,gmn-119.py,Print,6,6,0,A1
gemini,gmn-119.py,Simple Atributte,4,4,11,A2
gemini,gmn-119.py,Simple Assignment,1,1,0,A1
gemini,gmn-119.py,Simple Assignment,4,4,0,A1
gemini,gmn-12.py,Print,36,36,0,A1
gemini,gmn-12.py,Simple Assignment,34,34,0,A1
gemini,gmn-12.py,Simple Assignment,35,35,0,A1
gemini,gmn-12.py,Simple Assignment,11,11,2,A1
gemini,gmn-12.py,Simple Assignment,12,12,2,A1
gemini,gmn-12.py,Simple Assignment,16,16,4,A1
gemini,gmn-12.py,Assigment with sum (total = total + 1),22,22,4,A1
gemini,gmn-12.py,Assigment with sum (total = total + 1),28,28,4,A1
gemini,gmn-12.py,Simplified incremental Assignment with increase amount,17,17,4,A2
gemini,gmn-12.py,Simplified incremental Assignment with decrease subtraction,18,18,4,A2
gemini,gmn-12.py,Simplified incremental Assignment with increase amount,23,23,4,A2
gemini,gmn-12.py,Simplified incremental Assignment with decrease subtraction,24,24,4,A2
gemini,gmn-12.py,Simplified incremental Assignment with increase amount,29,29,4,A2
gemini,gmn-12.py,Simple If statements,15,18,2,A1
gemini,gmn-12.py,Simple If statements,21,24,2,A1
gemini,gmn-12.py,Simple If statements,27,29,2,A1
gemini,gmn-12.py,Function with Simple argument,1,31,0,A1
gemini,gmn-12.py,Return,31,31,2,A1
gemini,gmn-120.py,Simple Tuple,1,1,9,A1
gemini,gmn-120.py,Print,6,6,0,A1
gemini,gmn-120.py,Simple Assignment,1,1,0,A1
gemini,gmn-120.py,Simple Assignment,4,4,0,A1
gemini,gmn-121.py,Print,5,5,0,A1
gemini,gmn-121.py,Print,6,6,0,A1
gemini,gmn-121.py,Simple Atributte,3,3,6,A2
gemini,gmn-121.py,Simple Atributte,3,3,6,A2
gemini,gmn-121.py,Simple Atributte,6,6,6,A2
gemini,gmn-121.py,Simple Assignment,3,3,0,A1
gemini,gmn-121.py,Import,1,1,0,A2
gemini,gmn-122.py,Print,8,8,0,A1
gemini,gmn-122.py,Simple Atributte,6,6,18,A2
gemini,gmn-122.py,Simple Atributte,6,6,18,A2
gemini,gmn-122.py,Simple Assignment,3,3,0,A1
gemini,gmn-122.py,Simple Assignment,6,6,0,A1
gemini,gmn-122.py,Import,1,1,0,A2
gemini,gmn-123.py,Print,8,8,0,A1
gemini,gmn-123.py,Simple Atributte,3,3,13,A2
gemini,gmn-123.py,Simple Atributte,6,6,28,A2
gemini,gmn-123.py,Simple Assignment,3,3,0,A1
gemini,gmn-123.py,Assigment with sum (total = total + 1),6,6,0,A1
gemini,gmn-123.py,Import,1,1,0,A2
gemini,gmn-124.py,Print,8,8,0,A1
gemini,gmn-124.py,Simple Atributte,3,3,13,A2
gemini,gmn-124.py,Simple Atributte,6,6,17,A2
gemini,gmn-124.py,Simple Assignment,3,3,0,A1
gemini,gmn-124.py,Simple Assignment,6,6,0,A1
gemini,gmn-124.py,Import,1,1,0,A2
gemini,gmn-125.py,Print,10,10,0,A1
gemini,gmn-125.py,Simple Atributte,7,7,14,A2
gemini,gmn-125.py,Simple Assignment,4,4,0,A1
gemini,gmn-125.py,Simple Assignment,7,7,0,A1
gemini,gmn-125.py,From,1,1,0,A2
gemini,gmn-126.py,Print,10,10,0,A1
gemini,gmn-126.py,Simple Atributte,10,10,6,A2
gemini,gmn-126.py,Simple Assignment,4,4,0,A1
gemini,gmn-126.py,Assigment with sum (total = total + 1),7,7,0,A1
gemini,gmn-126.py,From,1,1,0,A2
gemini,gmn-127.py,Print,7,7,0,A1
gemini,gmn-127.py,Simple Atributte,4,4,22,A2
gemini,gmn-127.py,Simple Assignment,4,4,0,A1
gemini,gmn-127.py,Import,1,1,0,A2
gemini,gmn-128.py,Print,10,10,0,A1
gemini,gmn-128.py,Simple Atributte,7,7,14,A2
gemini,gmn-128.py,Simple Assignment,4,4,0,A1
gemini,gmn-128.py,Simple Assignment,7,7,0,A1
gemini,gmn-128.py,From,1,1,0,A2
gemini,gmn-129.py,Print,11,11,0,A1
gemini,gmn-129.py,Simple Atributte,5,5,13,A2
gemini,gmn-129.py,Simple Assignment,5,5,0,A1
gemini,gmn-129.py,Assigment with sum (total = total + 1),8,8,0,A1
gemini,gmn-129.py,From,1,1,0,A2
gemini,gmn-129.py,From,2,2,0,A2
gemini,gmn-13.py,'range' call function,1,1,9,A2
gemini,gmn-13.py,'range' call function,2,2,11,A2
gemini,gmn-13.py,Print,4,4,2,A1
gemini,gmn-13.py,Print,3,3,4,A1
gemini,gmn-13.py,1 Nested For Loop,1,4,0,A2
gemini,gmn-13.py,Simple For Loop,2,3,2,A1
gemini,gmn-130.py,Print,11,11,0,A1
gemini,gmn-130.py,Simple Atributte,11,11,6,A2
gemini,gmn-130.py,Simple Assignment,4,4,0,A1
gemini,gmn-130.py,Simple Assignment,5,5,0,A1
gemini,gmn-130.py,Assigment with sum (total = total + 1),8,8,0,A1
gemini,gmn-130.py,From,1,1,0,A2
gemini,gmn-131.py,Print,10,10,0,A1
gemini,gmn-131.py,Print,11,11,0,A1
gemini,gmn-131.py,Simple Atributte,10,10,20,A2
gemini,gmn-131.py,Simple Atributte,11,11,18,A2
gemini,gmn-131.py,Simple Atributte,3,3,8,A2
gemini,gmn-131.py,Simple Atributte,4,4,8,A2
gemini,gmn-131.py,Simple Assignment,7,7,0,A1
gemini,gmn-131.py,Simple Assignment,3,3,8,A1
gemini,gmn-131.py,Simple Assignment,4,4,8,A1
gemini,gmn-131.py,Function with Simple argument,2,4,4,A1
gemini,gmn-131.py,Simple Class  Using the constructor method --> __init__,1,4,0,B1
gemini,gmn-132.py,'pass' statement,2,2,4,B1
gemini,gmn-132.py,Simple Class ,1,2,0,B1
gemini,gmn-133.py,Print,14,14,0,A1
gemini,gmn-133.py,Print,15,15,0,A1
gemini,gmn-133.py,Print,16,16,0,A1
gemini,gmn-133.py,Simple Atributte,14,14,23,A2
gemini,gmn-133.py,Simple Atributte,15,15,16,A2
gemini,gmn-133.py,Simple Atributte,16,16,18,A2
gemini,gmn-133.py,Simple Atributte,3,3,8,A2
gemini,gmn-133.py,Simple Atributte,4,4,8,A2
gemini,gmn-133.py,Simple Atributte,5,5,8,A2
gemini,gmn-133.py,Simple Assignment,11,11,0,A1
gemini,gmn-133.py,Simple Assignment,3,3,8,A1
gemini,gmn-133.py,Simple Assignment,4,4,8,A1
gemini,gmn-133.py,Simple Assignment,5,5,8,A1
gemini,gmn-133.py,'pass' statement,8,8,4,B1
gemini,gmn-133.py,Function with Simple argument,2,5,4,A1
gemini,gmn-133.py,Simple Class  Using the constructor method --> __init__,1,5,0,B1
gemini,gmn-133.py,Inherited Class from Vehicle,7,8,0,B1
gemini,gmn-134.py,Print,20,20,0,A1
gemini,gmn-134.py,Print,26,26,0,A1
gemini,gmn-134.py,Super Function,13,13,8,C2
gemini,gmn-134.py,Simple Atributte,3,3,8,A2
gemini,gmn-134.py,Simple Atributte,4,4,8,A2
gemini,gmn-134.py,Simple Atributte,5,5,8,A2
gemini,gmn-134.py,Simple Atributte,14,14,8,A2
gemini,gmn-134.py,Simple Atributte,20,20,6,A2
gemini,gmn-134.py,Simple Atributte,26,26,6,A2
gemini,gmn-134.py,Simple Atributte,13,13,8,A2
gemini,gmn-134.py,Simple Atributte,8,8,44,A2
gemini,gmn-134.py,Simple Assignment,17,17,0,A1
gemini,gmn-134.py,Simple Assignment,23,23,0,A1
gemini,gmn-134.py,Simple Assignment,3,3,8,A1
gemini,gmn-134.py,Simple Assignment,4,4,8,A1
gemini,gmn-134.py,Simple Assignment,5,5,8,A1
gemini,gmn-134.py,Simple Assignment,14,14,8,A1
gemini,gmn-134.py,Function with Simple argument,2,5,4,A1
gemini,gmn-134.py,Function with Simple argument,7,8,4,A1
gemini,gmn-134.py,Function with Simple argument with Default argument,12,14,4,A2
gemini,gmn-134.py,Return,8,8,8,A1
gemini,gmn-134.py,Simple Class  Using the constructor method --> __init__,1,8,0,B1
gemini,gmn-134.py,Inherited Class from Vehicle Using the constructor method --> __init__,11,14,0,B1
gemini,gmn-135.py,Print,32,32,0,A1
gemini,gmn-135.py,Print,33,33,0,A1
gemini,gmn-135.py,Simple Atributte,14,14,5,A2
gemini,gmn-135.py,Simple Atributte,5,5,8,A2
gemini,gmn-135.py,Simple Atributte,6,6,8,A2
gemini,gmn-135.py,Simple Atributte,7,7,8,A2
gemini,gmn-135.py,Simple Atributte,12,12,15,A2
gemini,gmn-135.py,Simple Atributte,32,32,16,A2
gemini,gmn-135.py,Simple Atributte,32,32,50,A2
gemini,gmn-135.py,Simple Atributte,32,32,76,A2
gemini,gmn-135.py,Simple Atributte,32,32,109,A2
gemini,gmn-135.py,Simple Atributte,33,33,19,A2
gemini,gmn-135.py,Simple Atributte,33,33,50,A2
gemini,gmn-135.py,Simple Atributte,33,33,73,A2
gemini,gmn-135.py,Simple Atributte,33,33,103,A2
gemini,gmn-135.py,Simple Assignment,28,28,0,A1
gemini,gmn-135.py,Simple Assignment,29,29,0,A1
gemini,gmn-135.py,Simple Assignment,2,2,4,A1
gemini,gmn-135.py,Simple Assignment,5,5,8,A1
gemini,gmn-135.py,Simple Assignment,6,6,8,A1
gemini,gmn-135.py,Simple Assignment,7,7,8,A1
gemini,gmn-135.py,'raise' exception,16,16,8,B1
gemini,gmn-135.py,'pass' statement,20,20,4,B1
gemini,gmn-135.py,'pass' statement,24,24,4,B1
gemini,gmn-135.py,Function with Simple argument,4,7,4,A1
gemini,gmn-135.py,Function with Simple argument,11,12,4,A1
gemini,gmn-135.py,Function with Simple argument,15,16,4,A1
gemini,gmn-135.py,Return,12,12,8,A1
gemini,gmn-135.py,Simple Class ,1,16,0,B1
gemini,gmn-135.py,Inherited Class from Vehicle,19,20,0,B1
gemini,gmn-135.py,Inherited Class from Vehicle,23,24,0,B1
